G4_network_standard,记录数,_id,attraction_title,back_Camera,body_color,comment_sum,forward_Camera,good_birth,good_card_support,good_name,good_weight,good_width,goods_detail12,goods_href,id,mobile_memory,手机品牌,mobile_name,moblie_system,network_standard,paras,phone_shop,photo_feature,power_size,previous_price,run_memory
其他,1,5be674a00d8c,"【购机好礼】今日前50名下单即送：精美钢化膜+重低音耳机（关注宝贝加入购物车进店铺首页再领5元优惠券，好评截图给客服送影视VIP会员）
【尊享权益】99%订单当天发、顺丰/京东速发、酷派正品保障、全国联保、30天保价、货到付款、7天无理由退货等

",500万-1199万,无,900,200万-499万,中国大陆,双卡双待单4G,酷派（Coolpad） 锋尚N2m MTS-T0 移动4G 智能老人手机 双卡双待 星空黑 标配版（1G RAM+16G ROM）,140.00g,无,"商品毛重：140.00g,商品产地：中国大陆,系统：安卓（Android）,前置摄像头像素：200万-499万,多卡支持：双卡双待单4G,后置摄像头像素：500万-1199万,电池容量：1200mAh-1999mAh,网络制式：2G移动/联通,4G LTE网络特性：其他,",/detail/12656322110,12656322110,无,酷派,酷派（Coolpad）,安卓（Android）,2G移动/联通,"后置摄像头：500万像素,前置摄像头：200万像素,核数：四核,频率：以官网信息为准,",博海宇通手机旗舰店,无,1200mAh-1999mAh,￥399.00,无
VOLTE 4G通话,1,5be674a00d8c,�7�8【原装正品保障】下单送转接线+膜+耳机+晒单评价送会员  ,2000万及以上,黑色系,600,无,无,双卡双待单4G,小米（MI） 小米6X 手机高通骁龙660处理器 曜石黑 全网通(6G+128G),210.00g,7,"商品毛重：210.00g,多卡支持：双卡双待单4G,机身厚度：薄（7mm-8.5mm）,拍照特点：智能拍照，前置闪光灯，后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：VOLTE 4G通话,热点：人工智能，人脸识别，快速充电,运行内存：6GB,屏幕配置：符合全面屏比例,系统：安卓（Android）,机身颜色：黑色系,后置摄像头像素：2000万及以上,机身内存：128GB,网络制式：4G LTE全网通,",/detail/27599895579,27599895579,128GB,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：2000万像素,核数：八核,频率：以官网信息为准,",淘金手机专营店,智能拍照，前置闪光灯，后置双摄像头,3000mAh-3999mAh,￥1799.00,6GB
其他,1,5be674a00d8c,特惠3099元起，美图粉丝大回馈【送一年碎屏保，白条六期免息】奢华四摄・只拍大片！,无,无,800,800万-1599万,无,双卡双待单4G,美图（meitu） 美图V6 自拍美颜手机 鹿特丹橙 全网通(6GB+128GB),0.6kg,8,"商品毛重：0.6kg,多卡支持：双卡双待单4G,机身厚度：普通（8.5mm以上）,拍照特点：前置双摄像头，后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：其他,热点：快速充电,前置摄像头像素：800万-1599万,后置摄像头像素：无,网络制式：4G LTE全网通,",/detail/19738282570,19738282570,无,美图,美图（meitu）,无,4G LTE全网通,"后置摄像头：1200+500万像素,前置摄像头：1200万+500万像素,核数：十核,频率：以官网信息为准,",佳沪手机旗舰店,前置双摄像头，后置双摄像头,3000mAh-3999mAh,￥4499.00,无
无,1,5be674a00d8c,,1200万-1999万,黑色系,1800,800万-1599万,无,双卡双待双4G,华为（HUAWEI） 荣耀9青春版 全网通公开版4G 老人手机 智能手机 黑色（3GB+32GB）,200.00g,7,"商品毛重：200.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,电池容量：3000mAh-3999mAh,机身颜色：黑色系,运行内存：3GB,前置摄像头像素：800万-1599万,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,机身内存：32GB,多卡支持：双卡双待双4G,",/detail/26114020649,26114020649,32GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300+200万像素,前置摄像头：1300万+200万像素,核数：八核,频率：以官网信息为准,",亿宏星官方旗舰店,无,3000mAh-3999mAh,0,3GB
移动4G+,1,5be674a00d8c,享白条3期免息！赠1年碎屏险+吃鸡神器+保护壳+高清膜！,2000万及以上,深蓝色系,1000,2000万及以上,无,双卡双待单4G,华为（HUAWEI） P20 Pro 全面屏手机 宝石蓝 全网通 6G+256G,380.00g,7,"商品毛重：380.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：光学变焦，智能拍照,机身颜色：深蓝色系,电池容量：4000mAh-5999mAh,后置摄像头像素：2000万及以上,4G LTE网络特性：移动4G+,热点：人工智能，人脸识别，快速充电,运行内存：6GB,前置摄像头像素：2000万及以上,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,游戏配置：游戏模式,机身内存：256GB,屏幕配置：OLED屏，符合全面屏比例,",/detail/26649956058,26649956058,256GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：800万像素,前置摄像头：2400万像素,核数：八核,频率：以官网信息为准,",易道手机专营店,光学变焦，智能拍照,4000mAh-5999mAh,￥9999.00,6GB
VOLTE 4G通话,1,5be674a00d8c,"【全国联保 正品原装 京东配送】
【低价销售1599】
【正反八曲面玻璃 麒麟950八核处理器 后置1200万双摄 人脸识别】
【咨询送好礼 欢迎来扰】",无,无,700,无,无,双卡双待单4G,华为（HUAWEI） 荣耀Magic 全面曲屏移动联通电信全网通4G智能手机 双卡双待 玄金黑 全网通4G(4G RAM+64G ROM),300.00g,无,"商品毛重：300.00g,多卡支持：双卡双待单4G,网络制式：4G LTE全网通,4G LTE网络特性：VOLTE 4G通话,",/detail/28817457310,28817457310,无,华为,华为（HUAWEI）,无,4G LTE全网通,"后置摄像头：双1200万像素,前置摄像头：800万像素,核数：八核,频率：2.3/1.8,",宏乐迪手机专营店,无,无,￥2099.00,无
VOLTE 4G通话,1,5be674a00d8c,,2000万及以上,无,400,无,无,双卡双待单4G,华为（HUAWEI） 华为nova3 手机 亮黑色 全网通( 6G+128G),1.0kg,7,"商品毛重：1.0kg,系统：安卓（Android）,拍照特点：智能拍照，前置双摄像头，后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：VOLTE 4G通话,热点：人工智能，人脸识别，快速充电,多卡支持：双卡双待单4G,后置摄像头像素：2000万及以上,屏幕配置：符合全面屏比例,游戏配置：游戏模式，游戏深度适配/调优,网络制式：4G LTE全网通,机身厚度：薄（7mm-8.5mm）,",/detail/30237038821,30237038821,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：2400万+1600万像素,前置摄像头：2400万像素,核数：八核,频率：官方信息为准,",泰业手机专营店,智能拍照，前置双摄像头，后置双摄像头,3000mAh-3999mAh,￥3288.00,无
其他,1,5be674a10d8c,,1200万-1999万,无,700,500万-799万,无,单卡单待,Apple 苹果X iPhoneX 全面屏手机 深空灰色 全网通 256G,1.0kg,7,"商品毛重：1.0kg,多卡支持：单卡单待,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,4G LTE网络特性：其他,热点：无线充电，人脸识别,前置摄像头像素：500万-799万,后置摄像头像素：1200万-1999万,屏幕配置：符合全面屏比例,游戏配置：游戏模式,",/detail/25544386570,25544386570,无,苹果,Apple,无,4G LTE全网通,"后置摄像头：1200万像素,前置摄像头：700万像素,核数：其他,频率：以官网信息为准,",泰业手机专营店,后置双摄像头,无,￥9999.00,无
其他,1,5be674a10d8c,256G性价比超高，人生在世及时行乐！晒单送3大豪礼【超薄壳+超薄膜+无线充】,1200万-1999万,无,400,500万-799万,无,单卡单待,【口碑好店】Apple 苹果 iPhone8Plus 8P 8 Plus手机 苹果8P 无锁全新激活 金色 64G 【两网 移动联通4G】,500.00g,无,"商品毛重：500.00g,多卡支持：单卡单待,前置摄像头像素：500万-799万,电池容量：2000mAh-2999mAh,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,4G LTE网络特性：其他,",/detail/31862877979,31862877979,无,苹果,【口碑好店】Apple,无,4G LTE全网通,,酷乐数码全球购专营店,无,2000mAh-2999mAh,0,无
VOLTE 4G通话,1,5be674a10d8c,"【热销爆款低价赠精美好礼】骁龙710,小屏旗舰 前置2000万摄像头  ",1200万-1999万,无,1300,2000万及以上,无,双卡双待单4G,小米（MI） 小米8SE 手机 金色 全网通(6G RAM + 128G ROM),430.00g,7,"商品毛重：430.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：VOLTE 4G通话,热点：快速充电,前置摄像头像素：2000万及以上,网络制式：4G LTE全网通,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,屏幕配置：异形屏,",/detail/31211182743,31211182743,无,小米,小米（MI）,安卓（Android）,4G LTE全网通,"后置摄像头：1200万+500万像素,前置摄像头：2000万像素,核数：八核,频率：以官网参数为准,",茄子手机旗舰店,后置双摄像头,3000mAh-3999mAh,￥2499.00,无
其他,1,5be674a10d8c,"【赠壳膜 移动版更优惠】5.65""全面屏丨后置双摄丨人脸识别丨金属机身》",1200万-1999万,无,800,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 畅享7S 全面屏手机 金色 移动全网通4G(4G+64G),0.78kg,7,"商品毛重：0.78kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,4G LTE网络特性：其他,前置摄像头像素：800万-1599万,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,电池容量：3000mAh-3999mAh,",/detail/24010577908,24010577908,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300+200万像素,前置摄像头：800万像素,核数：八核,频率：以官网信息为准,",华信通手机专营店,后置双摄像头,3000mAh-3999mAh,￥1399.00,无
无,1,5be674a10d8c,不支持电信卡~~~,无,无,1000,无,无,无,诺基亚（NOKIA） 105 新版 联通移动2G手机 单卡 黑色,150.00g,8,"商品毛重：150.00g,老人机配置：键盘,机身厚度：普通（8.5mm以上）,前置摄像头像素：无,电池容量：1200mAh以下,",/detail/15546083030,15546083030,无,诺基亚,诺基亚（NOKIA）,无,无,"后置摄像头：无,前置摄像头：无,核数：其他,频率：0.26GHz,",爵臻手机专营店,无,1200mAh以下,￥169.00,无
VOLTE 4G通话,1,5be674a10d8c,本店推荐,1200万-1999万,无,1000,500万-799万,无,双卡双待单4G,华为（HUAWEI） 畅享8e 青春版 畅享8 荣耀6x手机 荣耀畅玩6X 全网通移动版(3G+32G)银色,0.6kg,7,"商品毛重：0.6kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：智能拍照,网络制式：4G LTE全网通,4G LTE网络特性：VOLTE 4G通话,前置摄像头像素：500万-799万,后置摄像头像素：1200万-1999万,多卡支持：双卡双待单4G,电池容量：2000mAh-2999mAh,",/detail/30534660922,30534660922,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1300万像素,前置摄像头：500万像素,核数：八核,频率：0,",则合手机专营店,智能拍照,2000mAh-2999mAh,0,无
移动4G+,1,5be674a10d8c,隔日达！京准达！正规电子发票！可开增值税发票！支持七天保价！,无,无,1000,无,无,双卡双待单4G,华为（HUAWEI） nova 2 全网通手机 极光蓝 （4G+64G）移动版全网通,400.00g,无,"商品毛重：400.00g,多卡支持：双卡双待单4G,电池容量：2000mAh-2999mAh,网络制式：4G LTE全网通,系统：安卓（Android）,4G LTE网络特性：移动4G+,",/detail/23777079508,23777079508,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：800万像素,前置摄像头：2000万像素,核数：八核,频率：其他,",优爱特手机旗舰店,无,2000mAh-2999mAh,￥1699.00,无
其他,1,5be674a10d8c,【京东物流】2K双曲面屏幕！二代徕卡双摄像头！,2000万及以上,金色系,1000,800万-1599万,无,双卡双待双4G,华为（HUAWEI） 华为 Mate9 Pro 全网通4G手机    双卡双待 琥珀金 6G+128G,0.53kg,7,"商品毛重：0.53kg,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：后置双摄像头,机身内存：128GB,网络制式：4G LTE全网通,机身颜色：金色系,4G LTE网络特性：其他,热点：快速充电,运行内存：6GB,前置摄像头像素：800万-1599万,电池容量：4000mAh-5999mAh,多卡支持：双卡双待双4G,后置摄像头像素：2000万及以上,老人机配置：远程协助,屏幕配置：曲面屏,",/detail/16514570149,16514570149,128GB,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：800万像素,核数：八核,频率：其他,",OKSJ手机旗舰店,后置双摄像头,4000mAh-5999mAh,￥2999.00,6GB
移动4G+,1,5be674a10d8c,"【双11抢先购】当天付款赠送300元话费或加油卡
【精选服务】赠送价值408元服务碎屏服务及延保服务  
【华为荣耀授权经销商】【放心购买 值得信赖】",无,无,200,无,无,双卡双待单4G,华为（HUAWEI） 华为 P20 Pro 官方旗舰店 智能手机 极光闪蝶色 全网通8GB+128G,400.00g,无,"商品毛重：400.00g,系统：安卓（Android）,拍照特点：光学变焦，后置双摄像头,网络制式：4G LTE全网通,多卡支持：双卡双待单4G,4G LTE网络特性：移动4G+,",/detail/32588834777,32588834777,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：4000万+2000万+800万像素,前置摄像头：2400万像素,核数：八核 + 微智核i7,频率：2.36,",头号卖家旗舰店,光学变焦，后置双摄像头,无,0,无
无,1,5be674a10d8c,【京东物流】麒麟960芯片！徕卡人像摄影！,2000万及以上,无,1000,800万-1599万,中国大陆,双卡双待双4G,华为（HUAWEI） 华为 P10 Plus 全网通4G智能手机 曜石黑 6G+64G,0.525kg,7,"商品毛重：0.525kg,商品产地：中国大陆,多卡支持：双卡双待双4G,机身厚度：超薄（7mm以下）,拍照特点：后置双摄像头,电池容量：3000mAh-3999mAh,热点：快速充电,前置摄像头像素：800万-1599万,网络制式：4G LTE全网通,屏幕配置：防蓝光,后置摄像头像素：2000万及以上,老人机配置：远程协助,系统：安卓（Android）,",/detail/14711554431,14711554431,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：800万像素,核数：八核,频率：其他,",OKSJ手机旗舰店,后置双摄像头,3000mAh-3999mAh,￥2899.00,无
移动4G+,1,5be674a10d8c,！,无,无,700,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 华为 麦芒6 全面屏手机 极光蓝色 全网通(4G+64G),164.00g,无,"商品毛重：164.00g,系统：安卓（Android）,前置摄像头像素：800万-1599万,多卡支持：双卡双待单4G,电池容量：3000mAh-3999mAh,网络制式：4G LTE全网通,4G LTE网络特性：移动4G+,",/detail/16987133884,16987133884,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：1600+200万像素,前置摄像头：1300万+200万像素,核数：八核,频率：2.36GHz,",掌视界数码旗舰店,无,3000mAh-3999mAh,0,无
VOLTE 4G通话,1,5be674a10d8c,,2000万及以上,无,1000,2000万及以上,无,双卡双待双4G,华为（HUAWEI） 华为nova3 手机 蓝樱紫 全网通6GB+128G【送1年原装碎屏险】,500.00g,7,"商品毛重：500.00g,系统：安卓（Android）,机身厚度：薄（7mm-8.5mm）,拍照特点：前置双摄像头，后置双摄像头,电池容量：3000mAh-3999mAh,4G LTE网络特性：VOLTE 4G通话,热点：人工智能，人脸识别，快速充电,前置摄像头像素：2000万及以上,网络制式：4G LTE全网通,后置摄像头像素：2000万及以上,多卡支持：双卡双待双4G,屏幕配置：符合全面屏比例,",/detail/30832430098,30832430098,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：2400万+1600万像素,前置摄像头：2400万像素,核数：八核,频率：以官网为准,",福气多多通信专营店,前置双摄像头，后置双摄像头,3000mAh-3999mAh,￥3199.00,无
其他,1,5be674a10d8c,"【赠钢化膜+保护壳】5.15""高清屏，麒麟960八核，后置2000万变焦双摄，前置指纹，3D曲面极光玻璃，与众不同！》",2000万及以上,无,700,800万-1599万,无,双卡双待单4G,华为（HUAWEI） 荣耀9 手机10 海鸥灰 全网通 6G+64G,150.00g,7,"商品毛重：150.00g,系统：安卓（Android）,拍照特点：后置双摄像头,网络制式：4G LTE全网通,4G LTE网络特性：其他,热点：快速充电,前置摄像头像素：800万-1599万,多卡支持：双卡双待单4G,后置摄像头像素：2000万及以上,机身厚度：薄（7mm-8.5mm）,电池容量：3000mAh-3999mAh,",/detail/27769735017,27769735017,无,华为,华为（HUAWEI）,安卓（Android）,4G LTE全网通,"后置摄像头：2000+1200万像素,前置摄像头：800万像素,核数：八核 + 微智核i6,频率：4xA73 2.4GHz+4x1.8GHz,",华信通手机专营店,后置双摄像头,3000mAh-3999mAh,￥2299.00,无
